id,source,description,clusterId,name
18,https://sfia-online.org/en/sfia-8/skills/business-administration,"Managing and performing administrative services and tasks to enable individuals, teams and organisations to succeed in their objectives.
Guidance notes

Basic administration tasks may include — but are not limited to — answering telephones, dealing with business correspondence, calling clients, customers and colleagues, greeting visitors, e-mail, filing, using digital tools to organise team meetings, making arrangements for travel and meetings, dealing with relevant suppliers.
Management-level business administration tasks focus on planning, managing and coordinating the activities of individuals and teams to enable them to achieve their objectives.
Business administration: Level 1

Performs routine administration activities in a structured environment.
Follows clear procedures and uses standard digital tools.
Stores and files information following agreed procedures.
Makes simple travel and meeting arrangements.
Business administration: Level 2

Assists with administrative tasks for a team.
Organises meetings and travel within standard guidelines.
Maintains team filing and administration systems.
Acts as a touchpoint for internal and external contacts.
Business administration: Level 3

Provides administrative support function to teams and meetings.
Takes an active part in team meetings.
Sets up files, software systems, onboarding new starters, compiles and distributes reports. Provides guidance on administration software, procedures, processes, tools and techniques.
Business administration: Level 4

Assists the team/manager in ensuring they have the information needed to support ongoing team processes.
Assists in planning for meetings.
Sets up and provides detailed guidance on software, procedures, processes, tools and techniques for administration and workplace productivity.
Liaises and organises across functions. Updates and maintains office policies and procedures
Business administration: Level 5

Manages the delivery of business administration services.
Manages time and diary for individual senior managers and leadership teams. Filters and prioritises meeting requests.
Handles sensitive, confidential information.
Ensures managers have the information and resources needed to support ongoing processes and changes in processes.
Business administration: Level 6

Leads and coordinates strategic initiatives working across departmental or functional boundaries.
Designs the timetable of executive-level meetings and forums. Sets agenda, format and desired outcomes for meetings.
Provides direction and receives progress updates from members of an executive team. Meets collectively or individually with members of a leadership management team to follow up on action points, issues and risks. Reports on progress and resolves issues.
Manages highly sensitive and confidential issues and information.",36,SFIA
19,https://www.betterteam.com/business-intelligence-analyst-job-description,"We are seeking a skilled Business Intelligence Analyst to create data-driven strategies that improve our company's processes and increase our market share. You will be working with a team to mine data, develop analytics tools, and report back on your findings and solutions.

To be successful as a Business Intelligence Analyst, you should have a passion for data and a highly analytical mind. Top candidates will also have good written and verbal communication skills in order to effectively explain the strategies you want to implement.

Business Intelligence Analyst Responsibilities:

Consulting with management and relevant stakeholders to define goals.
Researching, developing and implementing data-gathering methods.
Analyzing and synthesizing data.
Reporting back on your findings and suggesting solutions.
Collaborating with coworkers and management to implement improvements.
Evaluating the effectiveness of implemented strategies.",100,SFIA
20,https://sfia-online.org/en/sfia-8/skills/consultancy,"Consultancy may deal with one specialist subject area, or be wide ranging and address strategic business issues. May also include support for the implementation of any agreed solutions.
Activities include — but are not limited to:
leading and managing a consultancy practice
leading and managing consultancy teams and/or consultancy assignments
delivering consultancy assignments.
The Consultancy skill applies to the delivery of consultancy as part of formal or informal consultancy agreements. 

Takes responsibility for elements of a larger consulting engagement.
Collaborates with clients as part of formal or informal consultancy engagements. Understands client requirements by collecting data and delivering analysis.
Works collaboratively to develop and implement solutions. Seeks to address client needs within the defined scope of responsibility.
Ensures that proposed solutions are properly understood and appropriately exploited.
",333,SFIA
21,https://sfia-online.org/en/sfia-8/skills/content-publishing,"We are searching for a driven, detail-oriented content creator to produce high-quality outputs for our business. The content creator will update existing material, generate novel work, and identify new ways to reach consumers. You should also contribute to the shaping of our stylistic guidelines.

To be a successful content creator, you should focus on appealing to consumers' interests by creating engaging material. Ultimately, an exceptional content creator will promote collaboration between internal stakeholders to ensure consistency in our company's outputs.

Content Creator Responsibilities:

Writing, reviewing, editing, and updating content for company websites, blogs, marketing materials, and similar platforms.
Conducting research and interviews to learn more about current trends, developments, and perceptions about the subject matter, and then contextualizing your findings.
Assisting the creative team with the design of promotional materials.
Using social media to engage consumers, respond to questions or complaints, and to promote company initiatives.
Collaborating with internal departments to establish campaign objectives, complete tasks, and identify and solve problems.
Monitoring social media and company website metrics.
Utilizing SEO methods to increase site traffic.
Suggesting new ways to promote company offerings and to reach consumers.",210,SFIA
22,https://sfia-online.org/en/sfia-8/skills/content-authoring,"Activities may include — but are not limited to:
understanding the requirements of the intended audience in collaboration with clients and/or representatives of the intended audience.
applying the principles of authoring, designing, controlling, and presenting textual information
taking into consideration how information may be presented, identified, and searched for
managing the authoring process and the interaction with editorial and publication processes
gathering source information and creating draft content.
identifying appropriate illustrations or graphics.
understanding and applying copyright rules and related legal issues.
creating and using guidelines to present information clearly, concisely, and accurately
designing collections of artefacts, spread across multiple media.

Contributes, under instruction, to the generation of content, and the configuration of content items and files.
Executes pre-planned testing activities under supervision and records findings.

Works with colleagues and clients to understand audience needs and to assimilate source material.
Creates draft content to meet the requirements of the audience as clearly, simply and quickly as possible.
Applies guidelines and standards to moderate content from others, escalating where appropriate.
",421,SFIA
23,https://www.indeed.com/career-advice/resumes-cover-letters/advanced-skills-in-excel,,407,Indeed
24,https://www.naukri.com/learning/what-is-android-developer-dg617#description,"Android app developer is responsible for creating software codes with the help of app development platforms such as Android Studio. They are also accountable for implementing backend services and testing the application on the mobile phone. They have to work on the debugging process to improve the performance of the application. They are also responsible to explore new technologies to implement and increase app efficiency.
What are the roles and responsibilities of an Android developer?

Basic roles and responsibilities of an Android developer are:

Design and develop the applications for Android platform.
Coordinate with the other team members for cross-functional activities such as designing, adding new features, etc.
Manage the outside data sources and APIs.
Find bugs and reconstruct the application performance.
Work on evaluating and discovering new technologies and features to enhance the development efficiency.
What are the top Android Developer Skills?
",300,Naukri
25,https://cybersecurityguide.org/careers/malware-analyst/,"The primary function of a malware analyst is to identify, examine, and understand various forms of malware and their delivery methods. This malicious software includes all the diverse forms of adware, bots, bugs, rootkits, spyware, ransomware, Trojan horses, viruses, and worms. 

Commonly job responsibilities will include:

Record malware threats and identify systems to avoid them.
Examine programs and software using analysis programs to identify threats.
Classify malware based on threats and characteristics.
Stay up to date on the latest malware and keep software updated to defend against them.
Write alerts to keep the security team informed.
Help create documentation for security policies.
Understand tools that identify zero-day cyber threats.",69,CyberSecurityguide
26,https://bestaccreditedcolleges.org/articles/api-engineer-job-description-salary-training.html,"API engineers design, develop, implement, oversee, and adapt APIs - application programming interfaces - for a number of different types of organizations in business, education, science, and other fields in which data queries are made via internet and cloud platforms. These engineers usually develop APIs using a technology called REST. REST is an acronym for 'representational state technology.' Applications created using this technology are referred to as RESTful APIs. API engineers use RESTful APIs to create any number of individual applications and products for an organization. API engineers code in a number of different computer languages that are portable or non-platform dependent, such as Java, Ruby, Scala, JavaScript, as well as hypertext protocol markup language (HTML) for web pages. An API engineer will write code and incorporate existing APIs into that code, or the engineer may write an original API specific to the organization's needs.
",203,BestAccreditedColleges
27,https://www.indeed.com/career-advice/career-development/api-development-skills,"To develop code and arrange programs, developers use multiple skills they've learned through training and experience. Application programming interface (API) development skills are essential in app development across multiple devices, databases and servers. Understanding what skills are necessary for API design can help you grow as a web developer. In this article, we discuss the importance of developing API skills and explore a list of important skills for API development.


API development skills are important because they allow software developers to connect and integrate a variety of programs and systems. In other words, API programming is the gateway intermediary that allows different apps, programs, browsers and extensions to communicate and work together to accomplish different feature goals. For example, a program extension and a browser can work together through API connections to give a user extended features while on the internet, such as translating languages or implementing visual changes, such as a dark mode. Modern programming uses extensive API connections to improve connectivity across different devices, apps and programs.


Some API development skills that can be useful for many roles in the web development industry include:

1. API design

Understanding how to design API connections between multiple devices can help develop API skills. Both mobile and desktop application developers can benefit from learning API design techniques for each system in order to expand their skills and diversify their capabilities. With API design skills, developers can create interconnected tools, applications and micro-servers across multiple platforms for increased interaction and connectivity.
For example, a software developer can use API design to translate and connect mobile phone operating systems to the media software in vehicles. This can allow users to make calls, answer text messages and change music choices safely while traveling.
Related: Common REST API Interview Questions (And Example Answers)

2. Cross-platform development

Cross-platform development for applications allows developers to use a single code base across multiple product uses. For example, a cross-platform video game, when developed properly, can sell on multiple platforms without needing extra coding work. Organizations invest in cross-platform capabilities for their applications to reach diverse customer platforms while fulfilling sufficient demand. To help companies achieve these goals, web developers who understand API development can learn to create efficient API programs.
3. Multiple coding languages
Operators can develop programs within technology like the cloud by using programming languages such as Java, Python, JavaScript and Node.js. It's important for a developer to work in the language best-suited for the goals of their current project. By having a wide knowledge of languages, they can be sure to know how to program in the most effective one.
Understanding multiple programming languages can also train developers to program for diverse technological needs and customer demands. If a programmer understands different programming languages, they may develop the API skills necessary to build different storage services, automation tools and security features for a server or database.

4. Front-end development

While not all front-end development features API development, understanding how to create an application from the beginning may aid comprehension of API development principles. Many programming standards in modern industries focus on product compatibility during front-end development. Programmers with experience in front-end development may develop their API programming skills more quickly by learning the basic needs of program compatibility.
For example, designing a program for mobile and desktop devices may not require full API compatibility. However, learning to develop software compatibility can help programmers quickly learn the skills necessary for future API developments.

5. API orchestration

Effective API programs create more than cross-platform experiences. They also work with other API programs in an API orchestration process. Programmers who understand API orchestration can develop multiple API code lines at once and make them work together. They can also create API code that works well with other, previously existing lines of API code. Because API orchestration allows developers to create easily adjustable code, recruiters for programming positions may consider API orchestration a valuable addition to a resume.

6. Integration knowledge

Service-oriented architecture (SOA), or integration, can help API developers provide server compatibility with multiple programs and services. Organizations with API specialists who understand integration and differing technology requirements can help develop back-end systems for multiple clients with diversified needs. By understanding integration, programmers can further understand API development and the needs it can fulfill.
Creating API systems helps organizations manage and transfer data through multiple systems and servers. For example, if a company has an API expert who understands integration, they might create a server that manages multiple platforms across different countries, fulfilling needs such as censoring data for country law restrictions or upholding data transfer speed standards.

7. Tool proficiency
There are many tools that can help web developers increase their proficiency in API development. Program editors, database managers and testing tools can help programmers begin large-scale projects and thoroughly test compatibility possibilities. Some of these tools include:
Makefile: Makefile is a JavaScript editing program that allows programmers to manage directories. Programmers use Makefile to change directory contents and change macro values in order to ensure compatibility and software functionality.
JUnit: JUnit is a JavaScript library for testing code. Programmers use JUnit to test software compatibility for databases in an offline setting before establishing program code in online servers.
J2EE: J2EE is an extension or plug-in testing tool. Programmers use J2EE to test the compatibility of applications while using different extensions, such as browsers.
TortoiseSVN: TortoiseSVN is a Windows testing tool that helps programmers test products throughout the various stages of development. Programmers can use it to compare different product versions to each other, solve regression issues and make progress in software projects.
MySQL: MySQL is a database adjustment tool programmers use to configure servers, test compatibility and backup database data.
Tomcat 7: Tomcat 7 is a Java-based tool that can help programmers edit various JavaScript applications. It helps programmers compare different JavaScript applications, their compatibility and how they work with other pre-built JavaScript codes.
Apache JMeter: Apache JMeter allows programmers to test software, regardless of base code. It can process many programming languages and test behavior outputs and performance limits.
REST: REST is a programming tool that encourages programmers to test architectural style and compatibility with existing web-based services. Programmers can use this tool to test their applications with existing websites in order to document API behavior.
JSON: JSON, or JavaScript Object Notation, allows programmers to transfer data from one application to another. They can use this tool to test API compatibility between websites.
XML: XML editing tools allow programmers to test and develop XML programs. Because many programs may use XML, understanding XML tools and XML itself can help programmers further test compatibility between different programs and develop API skills.
PHP: Programmers use PHP to manage dynamic content, track programming sessions, configure databases and build websites. They can use PHP editing tools with MySQL to test database compatibility and build API skills.
Symfony2: A more streamlined version of PHP, Symfony2 focuses on program architecture and helps programmers update program frameworks. Programmers use Symfony2 to build web applications and test compatibility with existing applications and other websites.
Yii: Yii is a PHP editing tool that allows software developers to build large-scale web applications. Programmers use Yii to test and develop programs efficiently in the front-end building process.",300,Indeed
28,https://www.altexsoft.com/blog/application-security-engineer/,"They work with developers to set up security control measures during every stage of software development. They also use tools and techniques to protect applications that have been deployed. On a rolling basis, an AppSec engineer will implement the different types of application security.

Setting development parameters
Testing source code and running code
Dynamic AppSec testing (DAST). 
Interactive testing. 
Mobile testing. 
Email testing. 
Implementing advanced security features
Runtime application self-protection. 
Code obfuscation.
",302,AltexSoft
29,https://www.indeed.com/career-advice/finding-a-job/ai-engineer,"Artificial intelligence engineers are responsible for developing, programming and training the complex networks of algorithms that make up AI so that they can function like a human brain. This role requires combined expertise in software development, programming, data science and data engineering. Though this career is related to data engineering, AI engineers are rarely required to write the code that develops scalable data sharing. Instead, artificial intelligence developers locate and pull data from a variety of sources, create, develop and test machine learning models and then utilise application program interface (API) calls or embedded code to build and implement AI applications.

AI engineers are primarily responsible for using various programming algorithms so that they can build, test and deploy AI models.

Job description include:
Coordinating with other team members.
Creating and managing the AI development process and overall infrastructure of the product
Conducting statistical analysis and interpreting the results so that they can guide the organization's decision-making process.
Automating important infrastructure for the data science team.
Developing infrastructures for data transformation and ingestion.
Building AI models.
Explaining the usefulness of the AI models they create to a wide range of individuals within the organization, including stakeholders and product managers.
Transforming the machine learning models into APIs that other applications can interact with.",378,Indeed
30,https://www.techtarget.com/searchdatamanagement/definition/big-data-engineer,"Meeting with managers to determine the company’s Big Data needs.
Developing Hadoop systems.
Loading disparate data sets and conducting pre-processing services using Hive or Pig.
Finalizing the scope of the system and delivering Big Data solutions.
Managing the communications between the internal system and the survey vendor.
Collaborating with the software research and development teams.
Building cloud platforms for the development of company applications.
Maintaining production systems.
Training staff on data resource management.",133,TechTarget
31,https://tdan.com/a-data-governance-manager-job-description/20601,"Establish and govern an enterprise data governance implementation roadmap including strategic priorities for development of information-based capabilities.
Roll out an enterprise wide data governance framework, with a focus on improvement of data quality and the protection of sensitive data through modifications to organization behavior policies and standards, principles, governance metrics, processes, related tools and data architecture.
Define roles and responsibilities related to data governance and ensure clear accountability for stewardship of the company’s principal information assets.
Serve as a liaison between Business and Functional areas and technology to ensure that data related business requirements for protecting sensitive data are clearly defined, communicated and well understood and considered as part of operational prioritization and planning.
Develop & maintain inventory of the enterprise information maps, including authoritative systems, owners.
Facilitate the development and implementation of data quality standards, data protection standards and adoption requirements across the enterprise.
Define indicators of performance and quality metrics and ensure compliance with data related policies, standards, roles and responsibilities, and adoption requirements.
Lead Senior Management, comprising resources from the Business and Functional areas and IT business and operations functions, to achieve their objectives; resolve issues escalated from Business and Functional areas data governance representatives.
In conjunction with the IT, provide progress reports to Board management and oversee periodic updates to the Department Data Governance Roadmap.
Coordinate external data sources to eliminate redundancy and streamline the expense related to those services.
Identify new business opportunities pertaining to the use of information assets to achieve efficiency and effectiveness in the marketplace / represent data as a strategic business asset at the Senior Management table.",68,TDAN
32,https://www.indeed.com/career-advice/resumes-cover-letters/basic-computer-skills-resume,,301,Indeed
35,https://au.indeed.com/career-advice/finding-a-job/clerical-duties,"Clerical work typically involves daily office duties such as data entry, answering phone calls and sorting and filing documents. Different administrative and office support roles perform clerical work on a daily basis. Usually, office clerks, secretaries and sometimes administrative assistants take responsibility for these duties.
Technological developments affect the way people accomplish these specific duties. Offices use sophisticated computer systems, copiers, printers and other equipment to conduct many tasks. 

Bookkeeping duties: bookkeeping involves the detailed record-keeping of financial documents, expenditures and income. It keeps business executives aware of important finances, like the organisational budget.
Completing bank transactions: completing bank transactions helps the company stay organised and prompt with both profit and loss. The clerical employee also keeps records of these transactions.
Collection and disbursement of money: clerical employees collect, count and disburse money both in the office and outside to pay for necessities such as office supplies.
Communication with customers and colleagues: clerical employees often answer questions, deliver relevant information to customers and colleagues, address customer complaints and monitor office-wide communication efforts.
Answering phone calls: answering phone calls, transferring callers and taking messages are a few of the most common tasks office clerks complete.
Records and document filings: clerical employees file important company records and ensure documents are well kept. This involves compiling, copying and sorting records of office activities, finances and employment.
Operating office machines: clerical work frequently involves operating office machines proficiently, like the fax machine or the answering machine.
Keeping records and reports: keeping clear records of all that occurs in the office is an important function of clerical work. This task keeps the office organised and equips the company to make progress based on past work.
Maintaining the mailing database: office clerks compile and organise the mailing database systems of a company manually or with the use of an organisational computer program.
Replying to emails: checking, replying to and forwarding emails keeps all members of the office updated with relevant information.
Delivering messages: running errands and delivering messages, either over the computer or face-to-face, are typical duties of office clerks.
Arranging appointments: scheduling appointments and meetings for clients is important for the overall function and success of the office.",62,Indeed
36,https://www.indeed.com/career-advice/career-development/memo-writing-guide,"A memo, or memorandum, is a written document businesses use to communicate an announcement or notification. While memos were once the primary form of written internal communication in a business, they are now commonly sent in the form of an email.

What is a memo?
A memo is a short message that's typically used to communicate official business policies and procedures within a company. Memos are usually meant as a mass communication to all members of an organization rather than a one-on-one personal message. There are many types of memos, but they typically provide a progress report, asking someone or a team for something, confirm an agreement between parties) or request input on how to solve a problem.

When you should write a memo
For the most part, the purpose of writing a memo is to inform. However, memos can occasionally include a call to action or a persuasive element.
Here are some instances when a memo might be useful:
Informing employees about company policy or process changes
Providing an update on key projects or goals
Making an announcement about the company, such as an employee promotion or new hire
Reminding employees about a task that needs to be completed
Making a request of all employees
Communicating a message that employees will refer to more than once, such as a detailed proposal or recommendation
Memos are also an efficient way to communicate brief but important messages to a wide audience within the business. This can include product changes, meeting schedules, procedure changes, policy additions, summaries of agreement terms and reminders. Additionally, you can send a memo when you want your audience to print or save the information contained in the message in some way for later reference.",428,Indeed
